Object ID,Organization Name,Approved On Street,Borough Name,Approved From Street,Approved To Street,apprDaysWe,Status Type,Approved Monday Open,Approved Monday Close,Approved Tuesday Open,Approved Tuesday Close,Approved Wednesday Open,Approved Wednesday Close,Approved Thursday Open,Approved Thursday Close,Approved Friday Open,Approved Friday Close,Approved Saturday Open,Approved Saturday Close,Approved Sunday Open,apprStartD,Approved Sunday Close,apprEndDat,Shape_STLe,the Geom,segmentidt,segmentidf,lionversion
109,JADIS,RIVINGTON STREET,Manhattan,ELDRIDGE STREET,FORSYTH STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,17:00,23:00,17:00,23:00,17:00,23:00,17:00,23:00,16:00,23:30,16:00,23:30,16:00,04/01/2023,23:00,11/30/2023,260.932620267,"MULTILINESTRING ((986604.6343863904 201966.44355781376, 986847.5341630578 201871.1255069822))",0032687,0032687,22A
110,SONNYBOY,RIVINGTON STREET,Manhattan,ALLEN STREET,ELDRIDGE STREET,"tue,wed,thu,fri,sat,sun",approvedFull,,,17:00,22:00,17:00,22:00,17:00,22:00,10:00,23:45,10:00,23:45,10:00,04/01/2023,22:00,11/30/2023,232.621432995,"MULTILINESTRING ((986847.5341630578 201871.1255069822, 987062.2745472193 201781.6867094785))",0032691,0032691,22A
111,Von Design Ltd,BLEECKER STREET,Manhattan,MOTT STREET,BOWERY,"wed,thu,fri,sat,sun",approvedFull,,,,,17:00,23:00,17:00,23:00,17:00,23:00,11:00,23:00,11:00,04/14/2023,23:00,10/31/2023,210.520477784,"MULTILINESTRING ((986178.5886505544 203578.21165972948, 985980.3672622144 203649.114076972))",0032718,0032718,22A
112,Fourth Arts Block (aka FABnyc),EAST 4 STREET,Manhattan,BOWERY,2 AVENUE,thu,approvedFull,,,,,,,16:00,21:00,,,,,,04/13/2023,,10/26/2023,674.83057396,"MULTILINESTRING ((986591.4953050613 204176.74195872247, 987179.944915548 203846.40370863676))",0032745,0032745,22A
113,Lower East Side Partnership,BROOME STREET,Manhattan,ALLEN STREET,LUDLOW STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,12:00,21:00,12:00,21:00,12:00,21:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,01/31/2023,21:00,12/31/2023,226.854958183,"MULTILINESTRING ((987168.0354905576 200824.51998864114, 986957.3534972221 200908.64055530727))",0032834,0032834,22A
114,Lower East Side Partnership,RIVINGTON STREET,Manhattan,ALLEN STREET,LUDLOW STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,12:00,21:00,12:00,21:00,12:00,21:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,01/31/2023,21:00,12/31/2023,139.064846625,"MULTILINESTRING ((987136.8642930537 201751.2602611482, 987267.7006455511 201704.1340430528))",0032858,0032858,22A
115,Lower East Side Partnership,RIVINGTON STREET,Manhattan,ALLEN STREET,LUDLOW STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,12:00,21:00,12:00,21:00,12:00,21:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,01/31/2023,21:00,12/31/2023,226.720032428,"MULTILINESTRING ((987267.7006455511 201704.1340430528, 987478.3563922197 201620.31203222275))",0032862,0032862,22A
116,Lower East Side Partnership,LUDLOW STREET,Manhattan,STANTON STREET,RIVINGTON STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,12:00,21:00,12:00,21:00,12:00,21:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,01/31/2023,21:00,12/31/2023,451.657507554,"MULTILINESTRING ((987478.3563922197 201620.31203222275, 987640.4525247216 202041.87975864112))",0032865,0032865,22A
117,More Gardens Fund,STANTON STREET,Manhattan,ESSEX STREET,NORFOLK STREET,sun,approvedFull,,,,,,,,,,,,,11:00,05/14/2023,18:00,08/27/2023,236.059102644,"MULTILINESTRING ((987867.459944725 201950.35107031465, 988087.0198730528 201863.64848780632))",0032870,0032870,22A
118,Lower East Side Partnership,STANTON STREET,Manhattan,ALLEN STREET,LUDLOW STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,12:00,21:00,12:00,21:00,12:00,21:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,01/31/2023,21:00,12/31/2023,152.593690642,"MULTILINESTRING ((987289.6658247262 202181.01333864033, 987431.4601605535 202124.6289369762))",0032880,0032880,22A
119,Lower East Side Partnership,STANTON STREET,Manhattan,ALLEN STREET,LUDLOW STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,12:00,21:00,12:00,21:00,12:00,21:00,12:00,23:00,12:00,23:00,12:00,23:00,12:00,01/31/2023,21:00,12/31/2023,224.778190214,"MULTILINESTRING ((987431.4601605535 202124.6289369762, 987640.4525247216 202041.87975864112))",0032883,0032883,22A
120,Washington Irving Educational Campus,IRVING PLACE,Manhattan,EAST 16 STREET,EAST 17 STREET,"mon,tue,wed,thu,fri",approvedFullSchools,07:00,16:20,07:00,16:20,07:00,16:20,07:00,16:20,07:00,16:20,,,,08/01/2023,,06/30/2024,244.612872008,"MULTILINESTRING ((987626.4761747271 207163.6309980601, 987745.4096638858 207377.38385139406))",0032967,0032967,22A
121,Overthrow Hospitality,EAST 7 STREET,Manhattan,AVENUE A,1 AVENUE,"mon,tue,wed,thu,fri,sat,sun",approvedFull,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,16:00,23:00,12:00,23:00,12:00,06/01/2023,23:00,12/31/2023,696.966721588,"MULTILINESTRING ((988202.8628172278 204133.31225556135, 988813.6424355507 203797.58786138892))",0033104,0033104,22A
122,Loisaida Open Streets Community Coalition,AVENUE B,Manhattan,EAST 6 STREET,EAST 14 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/31/2023,20:00,12/31/2050,241.713303811,"MULTILINESTRING ((989341.4025348872 203228.830796808, 989457.7881288826 203440.67912639678))",0033237,0033237,22A
123,Loisaida Open Streets Community Coalition,AVENUE B,Manhattan,EAST 6 STREET,EAST 14 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/31/2023,20:00,12/31/2050,253.68884102,"MULTILINESTRING ((989457.7881288826 203440.67912639678, 989583.4529038072 203661.0569664836))",0033238,0033238,22A
124,Loisaida Open Streets Community Coalition,AVENUE B,Manhattan,EAST 6 STREET,EAST 14 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/31/2023,20:00,12/31/2050,250.569120038,"MULTILINESTRING ((989819.2962641418 204093.9947488904, 989940.4708905518 204313.31550447643))",0033252,0033252,22A
125,Loisaida Open Streets Community Coalition,AVENUE B,Manhattan,EAST 6 STREET,EAST 14 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/31/2023,20:00,12/31/2050,266.548268138,"MULTILINESTRING ((989940.4708905518 204313.31550447643, 990070.8246324658 204545.81471139193))",0033255,0033255,22A
126,West 21 Street Open Street Coalition,WEST 21 STREET,Manhattan,9 AVENUE,10 AVENUE,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,02/01/2023,20:00,12/31/2050,900.08476021,"MULTILINESTRING ((983622.4520305544 210775.59555889666, 982834.8751936406 211211.34239080548))",0033456,0033456,22A
127,Columbus Avenue Business Improvement District,COLUMBUS AVENUE,Manhattan,WEST 68 STREET,WEST 77 STREET,sun,approvedFull,,,,,,,,,,,,,10:00,05/07/2023,20:00,06/25/2023,260.862342999,"MULTILINESTRING ((989606.655941382 221576.76129247248, 989731.4293138832 221805.84810464084))",0034484,0034484,22A
128,Columbus Avenue Business Improvement District,COLUMBUS AVENUE,Manhattan,WEST 68 STREET,WEST 77 STREET,sun,approvedFull,,,,,,,,,,,,,10:00,05/07/2023,20:00,06/25/2023,263.344037077,"MULTILINESTRING ((989731.4293138832 221805.84810464084, 989859.7285979688 222035.82500688732))",0034486,0034486,22A
129,Columbus Avenue Business Improvement District,COLUMBUS AVENUE,Manhattan,WEST 68 STREET,WEST 77 STREET,sun,approvedFull,,,,,,,,,,,,,10:00,05/07/2023,20:00,06/25/2023,257.04918586,"MULTILINESTRING ((989859.7285979688 222035.82500688732, 989986.7896955609 222259.2746912241))",0034502,0034502,22A
130,Columbus Avenue Business Improvement District,COLUMBUS AVENUE,Manhattan,WEST 68 STREET,WEST 77 STREET,sun,approvedFull,,,,,,,,,,,,,10:00,05/07/2023,20:00,06/25/2023,284.788746049,"MULTILINESTRING ((989986.7896955609 222259.2746912241, 990121.791065976 222510.0320637226))",0034504,0034504,22A
131,Loisaida Open Streets Community Coalition,AVENUE B,Manhattan,EAST 6 STREET,EAST 14 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/31/2023,20:00,12/31/2050,266.232301228,"MULTILINESTRING ((990070.8246324658 204545.81471139193, 990199.036646381 204779.14134447277))",0034611,0034611,22A
132,North Brooklyn Open Streets Community Coalition (NBK OSCC),BERRY STREET,Brooklyn,BROADWAY,NORTH 12 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/19/2023,20:00,12/31/2050,164.731992613,"MULTILINESTRING ((994808.5710624754 200111.14543114603, 994704.2175966352 199983.6817753166))",0034880,0034880,22A
133,North Brooklyn Open Streets Community Coalition (NBK OSCC),BERRY STREET,Brooklyn,BROADWAY,NORTH 12 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/19/2023,20:00,12/31/2050,214.028052053,"MULTILINESTRING ((994944.036670804 200276.8471994698, 994808.5710624754 200111.14543114603))",0034883,0034883,22A
134,North Brooklyn Open Streets Community Coalition (NBK OSCC),BERRY STREET,Brooklyn,BROADWAY,NORTH 12 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/19/2023,20:00,12/31/2050,276.895850917,"MULTILINESTRING ((995118.9575808048 200491.495720312, 994944.036670804 200276.8471994698))",0034932,0034932,22A
135,North Brooklyn Open Streets Community Coalition (NBK OSCC),BERRY STREET,Brooklyn,BROADWAY,NORTH 12 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/19/2023,20:00,12/31/2050,261.03240024,"MULTILINESTRING ((995283.8325791359 200693.8670347333, 995118.9575808048 200491.495720312))",0034934,0034934,22A
136,North Brooklyn Open Streets Community Coalition (NBK OSCC),BERRY STREET,Brooklyn,BROADWAY,NORTH 12 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/19/2023,20:00,12/31/2050,259.503309088,"MULTILINESTRING ((995447.4411758035 200895.297406137, 995283.8325791359 200693.8670347333))",0034938,0034938,22A
137,North Brooklyn Open Streets Community Coalition (NBK OSCC),BERRY STREET,Brooklyn,BROADWAY,NORTH 12 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/19/2023,20:00,12/31/2050,261.615425162,"MULTILINESTRING ((995613.0609233081 201097.81340530515, 995447.4411758035 200895.297406137))",0034958,0034958,22A
138,North Brooklyn Open Streets Community Coalition (NBK OSCC),BERRY STREET,Brooklyn,BROADWAY,NORTH 12 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/19/2023,20:00,12/31/2050,259.680876225,"MULTILINESTRING ((995777.076343298 201299.1417428106, 995613.0609233081 201097.81340530515))",0034960,0034960,22A
139,North Brooklyn Open Streets Community Coalition (NBK OSCC),BERRY STREET,Brooklyn,BROADWAY,NORTH 12 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/19/2023,20:00,12/31/2050,260.124641494,"MULTILINESTRING ((995942.0661708117 201500.24665555358, 995777.076343298 201299.1417428106))",0034962,0034962,22A
140,North Brooklyn Open Streets Community Coalition (NBK OSCC),BERRY STREET,Brooklyn,BROADWAY,NORTH 12 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/19/2023,20:00,12/31/2050,260.149914963,"MULTILINESTRING ((996106.9710247219 201701.45393030345, 995942.0661708117 201500.24665555358))",0035080,0035080,22A
141,North Brooklyn Open Streets Community Coalition (NBK OSCC),BERRY STREET,Brooklyn,BROADWAY,NORTH 12 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/19/2023,20:00,12/31/2050,260.518506713,"MULTILINESTRING ((996271.8850649744 201903.13003614545, 996106.9710247219 201701.45393030345))",0035084,0035084,22A
142,North Brooklyn Open Streets Community Coalition (NBK OSCC),BERRY STREET,Brooklyn,BROADWAY,NORTH 12 STREET,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,01/19/2023,20:00,12/31/2050,259.552436056,"MULTILINESTRING ((996435.9628207982 202104.24183864892, 996271.8850649744 201903.13003614545))",0035102,0035102,22A
143,North Brooklyn Open Streets Community Coalition (NBK OSCC),NORTH 15 STREET,Brooklyn,NASSAU AVENUE,BANKER STREET,"mon,tue,wed,thu,fri,sat,sun",approvedFull,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,23:59,00:00,02/01/2023,23:59,12/31/2023,255.075045161,"MULTILINESTRING ((996858.5505582988 202770.2572388947, 997049.1768174767 202600.77299781144))",0035108,0035108,22A
144,Columbus Avenue Business Improvement District,COLUMBUS AVENUE,Manhattan,WEST 68 STREET,WEST 77 STREET,sun,approvedFull,,,,,,,,,,,,,10:00,05/07/2023,20:00,06/25/2023,285.540563933,"MULTILINESTRING ((990121.791065976 222510.0320637226, 990262.0384888947 222758.75695997477))",0037083,0037083,22A
145,Columbus Avenue Business Improvement District,COLUMBUS AVENUE,Manhattan,WEST 68 STREET,WEST 77 STREET,sun,approvedFull,,,,,,,,,,,,,10:00,05/07/2023,20:00,06/25/2023,264.096831562,"MULTILINESTRING ((990262.0384888947 222758.75695997477, 990389.2206492275 222990.21286189556))",0037085,0037085,22A
146,Columbus Avenue Business Improvement District,COLUMBUS AVENUE,Manhattan,WEST 68 STREET,WEST 77 STREET,sun,approvedFull,,,,,,,,,,,,,10:00,05/07/2023,20:00,06/25/2023,264.253424335,"MULTILINESTRING ((990389.2206492275 222990.21286189556, 990517.8220980614 223221.06246581674))",0037087,0037087,22A
147,Columbus Avenue Business Improvement District,COLUMBUS AVENUE,Manhattan,WEST 68 STREET,WEST 77 STREET,sun,approvedFull,,,,,,,,,,,,,10:00,05/07/2023,20:00,06/25/2023,264.219463149,"MULTILINESTRING ((990517.8220980614 223221.06246581674, 990646.630895555 223451.75754247606))",0037091,0037091,22A
148,The Parkside School,WEST 74 STREET,Manhattan,COLUMBUS AVENUE,CENTRAL PARK WEST,"mon,tue,wed,thu,fri",approvedFullSchools,09:30,14:00,09:30,14:00,09:30,14:00,09:30,14:00,09:30,14:00,,,,07/03/2023,,06/28/2024,898.45740245,"MULTILINESTRING ((991173.6491984725 222552.15173014998, 990389.2206492275 222990.21286189556))",0037188,0037188,22A
149,Church of the Heavenly Rest,EAST 90 STREET,Manhattan,5 AVENUE,MADISON AVENUE,"wed,sun",approvedFull,,,,,14:00,18:00,,,,,,,12:00,01/08/2023,14:00,12/31/2023,510.7600155,"MULTILINESTRING ((995723.781502381 224942.32772405446, 996173.312427476 224699.8452693969))",0037591,0037591,22A
150,The Spence School,EAST 91 STREET,Manhattan,MADISON AVENUE,5 AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,08:00,15:00,,,,09/11/2023,,06/28/2024,509.62195856,"MULTILINESTRING ((995852.324552387 225171.75935180485, 996300.1067932993 224928.4373319))",0037599,0037599,22A
151,The Nightingale Bamford School,EAST 92 STREET,Manhattan,5 AVENUE,MADISON AVENUE,"mon,tue,wed,thu,fri",approvedFullSchools,09:00,14:30,09:00,14:30,09:00,14:30,09:00,14:30,09:00,14:30,,,,09/05/2023,,06/28/2024,507.821982814,"MULTILINESTRING ((995981.6887949705 225401.5170943886, 996426.4057532996 225156.34370023012))",0037601,0037601,22A
152,Uptown Grand Central,EAST 100 STREET,Manhattan,PARK AVENUE,3 AVENUE,"fri,sat",approvedFull,,,,,,,,,17:00,22:00,12:00,20:00,,06/02/2023,,09/02/2023,507.500425198,"MULTILINESTRING ((998355.096121639 226527.14804522693, 998798.8977274746 226280.98383939266))",0037913,0037913,22A
153,W 103rd Open Streets Coalition,WEST 103 STREET,Manhattan,RIVERSIDE DRIVE,AMSTERDAM AVENUE,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,05/01/2023,20:00,12/31/2023,473.674297259,"MULTILINESTRING ((992565.9115058035 230631.22120189667, 992151.9326749742 230861.41431106627))",0038126,0038126,22A
154,Lenape Bloemendael DMA dba Columbus Amsterdam Business Improvement District,AMSTERDAM AVENUE,Manhattan,WEST 106 STREET,CATHEDRAL PARKWAY,"sat,sun",approvedFull,,,,,,,,,,,10:00,21:00,10:00,03/25/2023,20:30,11/12/2023,262.082479366,"MULTILINESTRING ((993880.5532334745 231145.30810022354, 994006.6566558033 231375.05829688907))",0038180,0038180,22A
155,Columbus Amsterdam Business Improvement District,COLUMBUS AVENUE,Manhattan,CATHEDRAL PARKWAY,WEST 106 STREET,sun,approvedFull,,,,,,,,,,,,,09:00,04/02/2023,18:00,09/03/2023,282.673155956,"MULTILINESTRING ((994531.0306070596 230461.5555307269, 994666.5897191316 230709.60359105468))",0038223,0038223,22A
156,Columbus Amsterdam Business Improvement District,COLUMBUS AVENUE,Manhattan,CATHEDRAL PARKWAY,WEST 106 STREET,sun,approvedFull,,,,,,,,,,,,,09:00,04/02/2023,18:00,09/03/2023,262.125636257,"MULTILINESTRING ((994666.5897191316 230709.60359105468, 994793.7220108062 230938.83541606367))",0038225,0038225,22A
157,Columbus Amsterdam Business Improvement District,COLUMBUS AVENUE,Manhattan,CATHEDRAL PARKWAY,WEST 106 STREET,sun,approvedFull,,,,,,,,,,,,,09:00,04/02/2023,18:00,09/03/2023,261.849287276,"MULTILINESTRING ((994793.7220108062 230938.83541606367, 994920.864144966 231167.74571938813))",0038229,0038229,22A
158,Lenape Bloemendael DMA dba Columbus Amsterdam Business Improvement District,AMSTERDAM AVENUE,Manhattan,WEST 106 STREET,CATHEDRAL PARKWAY,"sat,sun",approvedFull,,,,,,,,,,,10:00,21:00,10:00,03/25/2023,20:30,11/12/2023,262.597270057,"MULTILINESTRING ((994006.6566558033 231375.05829688907, 994133.4464284778 231605.01846688986))",0038233,0038233,22A
159,Lenape Bloemendael DMA dba Columbus Amsterdam Business Improvement District,AMSTERDAM AVENUE,Manhattan,WEST 106 STREET,CATHEDRAL PARKWAY,"sat,sun",approvedFull,,,,,,,,,,,10:00,21:00,10:00,03/25/2023,20:30,11/12/2023,250.021306539,"MULTILINESTRING ((994133.4464284778 231605.01846688986, 994255.1010408103 231823.44650772214))",0038235,0038235,22A
160,Columbus Amsterdam Business Improvement District,COLUMBUS AVENUE,Manhattan,CATHEDRAL PARKWAY,WEST 106 STREET,sun,approvedFull,,,,,,,,,,,,,09:00,04/02/2023,18:00,09/03/2023,252.056471835,"MULTILINESTRING ((994920.864144966 231167.74571938813, 995025.8609822243 231396.89224272966))",0038239,0038239,22A
161,Frederick Douglass Boulevard Alliance,FREDERICK DOUGLASS BOULEVARD,Manhattan,WEST 112 STREET,WEST 120 STREET,"sat,sun",approvedFull,,,,,,,,,,,12:00,23:00,12:00,06/17/2023,23:00,10/08/2023,262.247503458,"MULTILINESTRING ((996089.1065591425 231418.37513940036, 996216.1765149683 231647.78084856272))",0038463,0038463,22A
162,Frederick Douglass Boulevard Alliance,FREDERICK DOUGLASS BOULEVARD,Manhattan,WEST 112 STREET,WEST 120 STREET,"sat,sun",approvedFull,,,,,,,,,,,12:00,23:00,12:00,06/17/2023,23:00,10/08/2023,261.416840964,"MULTILINESTRING ((996216.1765149683 231647.78084856272, 996342.5742280483 231876.6091310531))",0038465,0038465,22A
163,Frederick Douglass Boulevard Alliance,FREDERICK DOUGLASS BOULEVARD,Manhattan,WEST 112 STREET,WEST 120 STREET,"sat,sun",approvedFull,,,,,,,,,,,12:00,23:00,12:00,06/17/2023,23:00,10/08/2023,262.012991328,"MULTILINESTRING ((996342.5742280483 231876.6091310531, 996469.3774521351 232105.8944336474))",0038467,0038467,22A
164,Frederick Douglass Boulevard Alliance,FREDERICK DOUGLASS BOULEVARD,Manhattan,WEST 112 STREET,WEST 120 STREET,"sat,sun",approvedFull,,,,,,,,,,,12:00,23:00,12:00,06/17/2023,23:00,10/08/2023,281.54879238,"MULTILINESTRING ((996469.3774521351 232105.8944336474, 996606.0871524662 232352.02484689653))",0038475,0038475,22A
165,Frederick Douglass Boulevard Alliance,FREDERICK DOUGLASS BOULEVARD,Manhattan,WEST 112 STREET,WEST 120 STREET,"sat,sun",approvedFull,,,,,,,,,,,12:00,23:00,12:00,06/17/2023,23:00,10/08/2023,282.031428639,"MULTILINESTRING ((996606.0871524662 232352.02484689653, 996742.7076141387 232598.7566368878))",0038477,0038477,22A
166,Frederick Douglass Boulevard Alliance,FREDERICK DOUGLASS BOULEVARD,Manhattan,WEST 112 STREET,WEST 120 STREET,"sat,sun",approvedFull,,,,,,,,,,,12:00,23:00,12:00,06/17/2023,23:00,10/08/2023,261.742485949,"MULTILINESTRING ((996742.7076141387 232598.7566368878, 996869.511822477 232827.73222881556))",0038479,0038479,22A
167,Frederick Douglass Boulevard Alliance,FREDERICK DOUGLASS BOULEVARD,Manhattan,WEST 112 STREET,WEST 120 STREET,"sat,sun",approvedFull,,,,,,,,,,,12:00,23:00,12:00,06/17/2023,23:00,10/08/2023,261.788118269,"MULTILINESTRING ((996869.511822477 232827.73222881556, 996996.5095999688 233056.65270273387))",0038481,0038481,22A
168,Frederick Douglass Boulevard Alliance,FREDERICK DOUGLASS BOULEVARD,Manhattan,WEST 112 STREET,WEST 120 STREET,"sat,sun",approvedFull,,,,,,,,,,,12:00,23:00,12:00,06/17/2023,23:00,10/08/2023,261.788118269,"MULTILINESTRING ((996869.511822477 232827.73222881556, 996996.5095999688 233056.65270273387))",0038481,0038481,22A
169,Frederick Douglass Boulevard Alliance,FREDERICK DOUGLASS BOULEVARD,Manhattan,WEST 112 STREET,WEST 120 STREET,"sat,sun",approvedFull,,,,,,,,,,,12:00,23:00,12:00,06/17/2023,23:00,10/08/2023,261.464738586,"MULTILINESTRING ((996996.5095999688 233056.65270273387, 997122.9529166371 233285.51051272452))",0038495,0038495,22A
170,Harlem Mothers SAVE,WEST 128 STREET,Manhattan,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,"tue,wed",approvedFull,,,10:00,17:00,10:00,17:00,,,,,,,,07/04/2023,,08/30/2023,366.82249151,"MULTILINESTRING ((998157.7802433074 235152.3210835606, 997833.5656686425 235323.91260389984))",0038742,0038742,22A
171,The 700 Jefferson Avenue Block Association,JEFFERSON AVENUE,Brooklyn,MALCOLM X BOULEVARD,PATCHEN AVENUE,"fri,sat,sun",approvedLimited,,,,,,,,,12:00,21:00,12:00,21:00,12:00,02/10/2023,21:00,12/31/2023,817.573551544,"MULTILINESTRING ((1003777.3880985528 189079.61270423234, 1004585.6640410572 189202.56193339825))",0043331,0043331,22A
172,"Society for the Preservation of Weeksville and Bedford-Stuyvesant History, The",BUFFALO AVENUE,Brooklyn,BERGEN STREET,ST MARKS AVENUE,sat,approvedFull,,,,,,,,,,,11:00,19:00,,06/17/2023,,09/30/2023,325.715472144,"MULTILINESTRING ((1005055.3008970469 185109.80830788612, 1005031.604750216 184784.9559392333))",0043499,0043499,22A
173,Brownsville Community Justice Center,THATFORD AVENUE,Brooklyn,BELMONT AVENUE,DEAD END,"mon,tue,wed,thu",approvedFull,11:00,18:00,11:00,18:00,11:00,18:00,11:00,18:00,,,,,,04/22/2023,,09/01/2023,128.64205526,"MULTILINESTRING ((1009362.6689227223 182864.02835063636, 1009386.2285868824 182737.56206814945))",0044000,0044000,22A
174,Brownsville Community Justice Center,WATKINS STREET,Brooklyn,BELMONT AVENUE,DEAD END,"mon,tue,wed,thu",approvedFull,11:00,18:00,11:00,18:00,11:00,18:00,11:00,18:00,,,,,,05/01/2023,,09/01/2023,128.626728207,"MULTILINESTRING ((1009872.1068802178 182963.23090814054, 1009897.1855702251 182837.07269589603))",0044007,0044007,22A
175,Sharon Street Block Association,SHARON STREET,Brooklyn,OLIVE STREET,MORGAN AVENUE,"mon,tue,wed,thu,fri,sat,sun",approvedLimited,08:00,20:00,08:00,19:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,20:00,08:00,02/01/2023,20:00,12/31/2050,855.752080229,"MULTILINESTRING ((1001244.5850933045 199894.13142947853, 1002099.005628556 199846.41170863807))",0044360,0044360,22A
176,Troutman Street Open Street Coalition,TROUTMAN STREET,Brooklyn,ST NICHOLAS AVENUE,IRVING AVENUE,"sat,sun",approvedFull,,,,,,,,,,,10:00,22:00,10:00,05/06/2023,22:00,11/18/2023,796.768759513,"MULTILINESTRING ((1005159.343996048 196072.24602864683, 1005636.3640393913 196710.4406183958))",0044899,0044899,22A
177,Troutman Street Open Street Coalition,TROUTMAN STREET,Brooklyn,ST NICHOLAS AVENUE,IRVING AVENUE,"sat,sun",approvedFull,,,,,,,,,,,10:00,22:00,10:00,05/06/2023,22:00,11/18/2023,496.528683802,"MULTILINESTRING ((1005636.3640393913 196710.4406183958, 1005940.3594943881 197103.03136864305))",0044904,0044904,22A
178,Enlightenment Wines,RANDOLPH STREET,Brooklyn,SCOTT AVENUE,GARDNER AVENUE,"fri,sat,sun",approvedFull,,,,,,,,,16:00,23:00,12:00,23:00,12:00,03/20/2023,23:00,12/21/2023,469.689712731,"MULTILINESTRING ((1005171.4240243882 197931.60254614055, 1005616.0097493827 198083.1015869826))",0044908,0044908,22A
179,PS/IS  128,65 DRIVE,Queens,69 PLACE,70 STREET,"mon,tue,wed,thu,fri",approvedFullSchools,07:45,14:45,07:45,14:45,07:45,14:45,07:45,14:45,07:45,14:45,,,,01/31/2023,,06/28/2024,410.475258671,"MULTILINESTRING ((1015703.2497454733 199925.4666686505, 1016112.6354096383 199895.57827697694))",0049273,0049273,22A
